Timestamp,Blockchain,Token,Token_Price_USD,Manual_Profit_USD,Automated_Profit_USD,Gas_Fee_USD,Profit_After_Fee_USD,Profit_to_Gas_Ratio,Opportunity_Score,Liquidity_USD,Arbitrage_Spread_%,Monitoring_Type,ROI_%,Opportunity_Type,Data_Source,Notes
2025-01-04 00:00:00,BSC,MATIC,1701.27,113.38,157.91,6.12,151.79,24.8,59.62,16158459.33,0.93,Automated,8.92,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-05 00:00:00,BSC,MATIC,2453.59,26.83,56.33,0.19,26.64,140.21,59.48,8382603.92,0.95,Manual,1.09,Same-Chain,Chainlink,High volatility observed
2025-01-05 00:00:00,BSC,MATIC,713.01,62.26,77.49,1.19,76.3,64.12,76.21,8215929.82,1.74,Automated,10.7,Same-Chain,CoinMarketCap,High volatility observed
2025-01-06 00:00:00,BSC,MATIC,1557.49,77.09,83.24,5.18,71.91,13.88,62.81,12550196.76,1.55,Manual,4.62,Same-Chain,CoinMarketCap,Fast execution
2025-01-06 00:00:00,BSC,MATIC,2439.05,110.54,158.54,0.37,158.17,427.49,51.75,5626163.63,1.86,Automated,6.48,Same-Chain,Chainlink,"Low gas, stable profit"
2025-01-07 00:00:00,BSC,MATIC,181.27,140.82,161.64,1.61,139.21,86.47,69.15,16257492.06,1.12,Manual,76.8,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-07 00:00:00,BSC,MATIC,934.27,95.45,132.68,4.16,128.52,30.89,64.81,4447328.61,1.1,Automated,13.76,Cross-Chain,Chainlink,Low liquidity risk
2025-01-08 00:00:00,BSC,MATIC,2127.28,24.96,55.49,3.92,21.04,5.37,97.78,1824838.12,1.3,Manual,0.99,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-08 00:00:00,BSC,MATIC,2854.23,94.23,136.09,13.27,122.82,9.26,53.68,16957364.75,1.81,Automated,4.3,Same-Chain,Chainlink,Low liquidity risk
2025-01-09 00:00:00,BSC,MATIC,1060.59,43.16,83.28,4.19,38.97,9.3,89.36,12853327.17,0.96,Manual,3.67,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-09 00:00:00,BSC,MATIC,1760.03,33.52,71.68,12.96,58.72,4.53,53,12534786.69,1.14,Automated,3.34,Cross-Chain,CoinGecko,"High gas, moderate spread"
2025-01-10 00:00:00,BSC,MATIC,696.23,64.73,96.48,7.5,57.23,7.63,99.27,9135792.68,1.46,Manual,8.22,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-10 00:00:00,BSC,MATIC,2077.46,148.78,159.56,1.65,157.91,95.7,83.46,2627506.74,1.8,Automated,7.6,Cross-Chain,CoinGecko,Fast execution
2025-01-01 00:00:00,BSC,BNB,576.01,55.27,70.47,5.39,49.88,9.25,44.17,5440529.56,1.13,Manual,8.66,Same-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-01 00:00:00,BSC,BNB,2640.3,101.12,130.1,4.93,125.17,25.39,59.98,11597884.93,1.49,Automated,4.74,Cross-Chain,CoinGecko,Fast execution
2025-01-02 00:00:00,BSC,BNB,1395.88,18.42,48.72,14.37,4.05,0.28,50.52,2836852.54,0.96,Manual,0.29,Cross-Chain,Chainlink,Low liquidity risk
2025-01-02 00:00:00,BSC,BNB,2268.61,58.66,93.58,11.95,81.63,6.83,95.63,19857186.54,1.86,Automated,3.6,Cross-Chain,CoinMarketCap,Fast execution
2025-01-03 00:00:00,BSC,BNB,1620.1,127.88,156.32,9.39,118.49,12.62,45.35,15858533.67,1.45,Manual,7.31,Cross-Chain,Chainlink,"Low gas, stable profit"
2025-01-03 00:00:00,BSC,BNB,108.96,52.44,69.28,5.47,63.81,11.67,45.26,8542648.82,0.95,Automated,58.56,Cross-Chain,Chainlink,High volatility observed
2025-01-04 00:00:00,BSC,BNB,1801.98,82.2,128.57,7.5,74.7,9.96,99.53,3210961.56,1.65,Manual,4.15,Same-Chain,Chainlink,Fast execution
2025-01-04 00:00:00,BSC,BNB,1142.18,132.92,176.98,12.11,164.87,13.61,87.4,4296965.78,1.42,Automated,14.43,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-05 00:00:00,BSC,BNB,1038.63,146.59,180.43,12.35,134.24,10.87,47.95,12518805.82,1.55,Manual,12.92,Same-Chain,CoinGecko,Low liquidity risk
2025-01-05 00:00:00,BSC,BNB,524.93,80.36,103.3,2.28,101.02,44.31,62.05,19299187.12,1.14,Automated,19.24,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-06 00:00:00,BSC,BNB,2897.48,70.55,89.58,7.64,62.91,8.23,66.37,12772171.14,1.34,Manual,2.17,Cross-Chain,CoinMarketCap,Low liquidity risk
2025-01-06 00:00:00,BSC,BNB,456.5,18.59,58.72,6.95,51.77,7.45,43.49,19689899.58,0.55,Automated,11.34,Same-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-07 00:00:00,BSC,BNB,427.18,26.99,45.64,1.61,25.38,15.76,81.53,16465435.12,1.27,Manual,5.94,Same-Chain,CoinGecko,Low liquidity risk
2025-01-07 00:00:00,BSC,BNB,919.11,97.35,126.07,6.45,119.62,18.55,47.84,7987427.67,0.89,Automated,13.01,Same-Chain,CoinMarketCap,High volatility observed
2025-01-08 00:00:00,BSC,BNB,2482.7,112.71,152.33,0.26,112.45,432.5,64.97,15445506.64,0.36,Manual,4.53,Same-Chain,CoinGecko,Fast execution
2025-01-08 00:00:00,BSC,BNB,1606.16,40.13,45.68,3.69,41.99,11.38,98.55,3084987.77,1.14,Automated,2.61,Cross-Chain,CoinGecko,"High gas, moderate spread"
2025-01-09 00:00:00,BSC,BNB,1363.4,128.21,137.62,7.37,120.84,16.4,49,8141877.42,0.85,Manual,8.86,Same-Chain,Chainlink,"Low gas, stable profit"
2025-01-09 00:00:00,BSC,BNB,1378.61,119.9,165.04,14.33,150.71,10.52,87.21,5838741.82,1.7,Automated,10.93,Same-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-10 00:00:00,BSC,BNB,115.76,136.25,162.02,9.59,126.66,13.21,79.56,2266388.77,1.08,Manual,109.42,Cross-Chain,CoinGecko,High volatility observed
2025-01-10 00:00:00,BSC,BNB,450.93,113.24,141.29,10.24,131.05,12.8,42.5,2353877.83,0.12,Automated,29.06,Cross-Chain,Chainlink,High volatility observed
2025-01-01 00:00:00,BSC,ETH,2869.53,113.25,134.15,4.52,108.73,24.06,60.98,4308077.37,0.29,Manual,3.79,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-01 00:00:00,BSC,ETH,1981.08,117.01,133.94,0.41,133.53,325.68,44.93,12868607.81,0.83,Automated,6.74,Cross-Chain,CoinMarketCap,Low liquidity risk
2025-01-02 00:00:00,BSC,ETH,617.46,26.99,59.67,11.64,15.35,1.32,78.63,16175569.64,0.66,Manual,2.49,Cross-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-02 00:00:00,BSC,ETH,2939.92,94.26,125.47,11.25,114.22,10.15,88.71,18633589.17,0.53,Automated,3.89,Cross-Chain,CoinMarketCap,High volatility observed
2025-01-03 00:00:00,BSC,ETH,1116.81,70.49,95.26,9.23,61.26,6.64,96.58,17851573.1,1.33,Manual,5.49,Same-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-03 00:00:00,BSC,ETH,858.08,124.23,167.99,12.71,155.28,12.22,95.14,16997972.5,1.48,Automated,18.1,Cross-Chain,Chainlink,Low liquidity risk
2025-01-04 00:00:00,BSC,ETH,2329.45,101.86,114.84,8.22,93.64,11.39,99.08,3502846.7,1.48,Manual,4.02,Same-Chain,Chainlink,High volatility observed
2025-01-04 00:00:00,BSC,ETH,2453.45,39.89,67.65,12.63,55.02,4.36,83.97,6653420.58,1.17,Automated,2.24,Same-Chain,CoinMarketCap,High volatility observed
2025-01-05 00:00:00,BSC,ETH,2066.81,132.27,165.9,11.44,120.83,10.56,49.6,14802772.59,1.98,Manual,5.85,Cross-Chain,CoinMarketCap,High volatility observed
2025-01-05 00:00:00,BSC,ETH,297.98,66.21,107.21,3.14,104.07,33.14,73.31,7752306.81,1.59,Automated,34.93,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-06 00:00:00,BSC,ETH,1662.9,10.73,49.97,0.63,10.1,16.03,84.74,7211700.71,0.38,Manual,0.61,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-06 00:00:00,BSC,ETH,917.16,132.73,182.57,5.59,176.98,31.66,66.92,8438988.27,0.88,Automated,19.3,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-07 00:00:00,BSC,ETH,2087.01,10.45,43.33,5.4,5.05,0.94,87.65,13204184.99,0.22,Manual,0.24,Cross-Chain,Chainlink,High volatility observed
2025-01-07 00:00:00,BSC,ETH,1740.16,88.61,118.84,9.09,109.75,12.07,80.59,10466857.96,0.25,Automated,6.31,Same-Chain,CoinMarketCap,High volatility observed
2025-01-08 00:00:00,BSC,ETH,176.12,56.79,97.11,10.64,46.15,4.34,87.32,7235662.32,0.92,Manual,26.2,Same-Chain,CoinGecko,High volatility observed
2025-01-08 00:00:00,BSC,ETH,266.26,40.89,72.81,11.06,61.75,5.58,99.9,13087369.93,1.59,Automated,23.19,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-09 00:00:00,BSC,ETH,355.45,67.39,110.18,5.82,61.57,10.58,74.31,7355714.49,0.15,Manual,17.32,Same-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-09 00:00:00,BSC,ETH,73.06,126.44,143.73,7.82,135.91,17.38,57.92,17581874.76,1.7,Automated,186.03,Cross-Chain,Chainlink,Low liquidity risk
2025-01-10 00:00:00,BSC,ETH,558.71,122.37,147.99,7.3,115.07,15.76,48.01,9300163.35,1.49,Manual,20.6,Cross-Chain,Chainlink,"High gas, moderate spread"
2025-01-10 00:00:00,BSC,ETH,2296.66,32.25,64.71,2.12,62.59,29.52,85.08,2084039.7,0.64,Automated,2.73,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-01 00:00:00,Polygon,XRP,785.49,44.58,90.36,2.67,41.91,15.7,56.32,2241956.99,1.03,Manual,5.34,Same-Chain,Chainlink,Low liquidity risk
2025-01-01 00:00:00,Polygon,XRP,101.32,18.77,64.56,1.52,63.04,41.47,71.95,1414644.54,1.36,Automated,62.22,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-02 00:00:00,Polygon,XRP,2890.2,88.42,135.58,0.62,87.8,141.61,65.13,5874071.19,1.34,Manual,3.04,Same-Chain,Chainlink,Low liquidity risk
2025-01-02 00:00:00,Polygon,XRP,594.69,89.15,115.03,10.21,104.82,10.27,76.51,5281021.67,0.58,Automated,17.63,Cross-Chain,CoinGecko,High volatility observed
2025-01-03 00:00:00,Polygon,XRP,2551.92,88.57,117.12,1.27,87.3,68.74,91.61,11327226.13,0.26,Manual,3.42,Cross-Chain,CoinGecko,Low liquidity risk
2025-01-03 00:00:00,Polygon,XRP,1375.17,77.86,90.32,9.93,80.39,8.1,91,13368495.88,1.14,Automated,5.85,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-04 00:00:00,Polygon,XRP,187.29,81.75,123.04,4.86,76.89,15.82,43.12,4129420.72,0.73,Manual,41.05,Same-Chain,CoinMarketCap,High volatility observed
2025-01-04 00:00:00,Polygon,XRP,2270.38,82.71,96.93,9.23,87.7,9.5,92.77,19714803.47,1.57,Automated,3.86,Cross-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-05 00:00:00,Polygon,XRP,81.99,19.13,45.01,9.55,9.58,1,72.32,16619960.05,0.82,Manual,11.68,Same-Chain,CoinMarketCap,Fast execution
2025-01-05 00:00:00,Polygon,XRP,2326.95,145.03,159.2,5.53,153.67,27.79,57.23,16160369.03,0.85,Automated,6.6,Same-Chain,Chainlink,"High gas, moderate spread"
2025-01-06 00:00:00,Polygon,XRP,2745.31,84.62,96.73,7.33,77.29,10.54,87.6,6261185.26,1.97,Manual,2.82,Same-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-06 00:00:00,Polygon,XRP,422.56,38.28,51.57,9.39,42.18,4.49,79.26,2585817.61,1.78,Automated,9.98,Same-Chain,Chainlink,Fast execution
2025-01-07 00:00:00,Polygon,XRP,2410.91,80.73,129.25,4.43,76.3,17.22,99.05,17756627.41,0.91,Manual,3.16,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-07 00:00:00,Polygon,XRP,487.12,11.77,41.96,5.57,36.39,6.53,83.16,4560826.94,1.73,Automated,7.47,Same-Chain,Chainlink,"High gas, moderate spread"
2025-01-08 00:00:00,Polygon,XRP,2457.28,85.71,122.67,3.35,82.36,24.59,68.27,10390036.5,1.67,Manual,3.35,Cross-Chain,CoinGecko,Low liquidity risk
2025-01-08 00:00:00,Polygon,XRP,1005.96,34.33,71.37,8.68,62.69,7.22,46.04,9556668.6,1.52,Automated,6.23,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-09 00:00:00,Polygon,XRP,1953.62,96.93,117.79,8.85,88.08,9.95,68.28,13847373.68,0.72,Manual,4.51,Same-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-09 00:00:00,Polygon,XRP,2059.14,19.75,32.62,9,23.62,2.62,53.63,14188860.9,1.07,Automated,1.15,Same-Chain,Chainlink,"Low gas, stable profit"
2025-01-10 00:00:00,Polygon,XRP,916.28,39.77,46.26,3.24,36.53,11.27,79.19,15980499.52,1.36,Manual,3.99,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-10 00:00:00,Polygon,XRP,781.23,137.01,172.19,5.92,166.27,28.09,46.66,11386316.18,0.82,Automated,21.28,Same-Chain,Chainlink,"High gas, moderate spread"
2025-01-01 00:00:00,Polygon,SOL,2930.41,25.5,49.51,0.51,24.99,49,84.39,6552146.38,1.83,Manual,0.85,Same-Chain,CoinGecko,High volatility observed
2025-01-01 00:00:00,Polygon,SOL,2262.01,122.69,128.5,10.11,118.39,11.71,83.6,17582322.95,0.31,Automated,5.23,Cross-Chain,CoinGecko,High volatility observed
2025-01-02 00:00:00,Polygon,SOL,2111.21,85.7,95.04,2.59,83.11,32.09,40.74,6647518.35,0.67,Manual,3.94,Same-Chain,Chainlink,Low liquidity risk
2025-01-02 00:00:00,Polygon,SOL,2229.71,16.74,62.37,8.96,53.41,5.96,80.07,2500414.08,0.56,Automated,2.4,Cross-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-03 00:00:00,Polygon,SOL,2383.84,14.85,46.08,10.45,4.4,0.42,91.34,12380591.66,0.32,Manual,0.18,Cross-Chain,CoinGecko,"High gas, moderate spread"
2025-01-03 00:00:00,Polygon,SOL,282.02,137.35,172.46,8.72,163.74,18.78,92.74,7021985.17,0.93,Automated,58.06,Same-Chain,CoinGecko,Low liquidity risk
2025-01-04 00:00:00,Polygon,SOL,2321.75,94.27,139.43,4.69,89.58,19.1,76.43,5511235.9,1.07,Manual,3.86,Cross-Chain,CoinMarketCap,Low liquidity risk
2025-01-04 00:00:00,Polygon,SOL,313.12,63.83,90.78,6.87,83.91,12.21,97.03,13047976.6,0.23,Automated,26.8,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-05 00:00:00,Polygon,SOL,763.55,60.66,86.92,0.55,60.11,109.29,48.4,10158780.1,0.47,Manual,7.87,Cross-Chain,Chainlink,Fast execution
2025-01-05 00:00:00,Polygon,SOL,1832.53,49.3,63.61,5.46,58.15,10.65,40.33,3052489.33,0.74,Automated,3.17,Cross-Chain,CoinGecko,"Low gas, stable profit"
2025-01-06 00:00:00,Polygon,SOL,2407.86,90.09,118.16,3.13,86.96,27.78,95.91,3162929.48,0.76,Manual,3.61,Cross-Chain,CoinMarketCap,Fast execution
2025-01-06 00:00:00,Polygon,SOL,1522.48,132.39,159.6,7.39,152.21,20.6,99.57,9014735.39,0.88,Automated,10,Same-Chain,CoinGecko,Fast execution
2025-01-07 00:00:00,Polygon,SOL,2722.88,109.96,142.32,3.3,106.66,32.32,89.43,13091626.03,0.2,Manual,3.92,Cross-Chain,Chainlink,Fast execution
2025-01-07 00:00:00,Polygon,SOL,773.19,18.33,50.5,7.23,43.27,5.98,46.87,3299475.01,0.9,Automated,5.6,Same-Chain,Chainlink,Low liquidity risk
2025-01-08 00:00:00,Polygon,SOL,2253.66,19.94,28.55,3.77,16.17,4.29,96.5,12279555.03,0.12,Manual,0.72,Same-Chain,CoinMarketCap,High volatility observed
2025-01-08 00:00:00,Polygon,SOL,1908.47,137.86,170.43,9.18,161.25,17.57,83.44,11145381.98,0.37,Automated,8.45,Cross-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-09 00:00:00,Polygon,SOL,35.61,69.08,87.36,5.14,63.94,12.44,74.63,7520179.71,1.49,Manual,179.56,Cross-Chain,Chainlink,Low liquidity risk
2025-01-09 00:00:00,Polygon,SOL,1957.05,128.38,164.54,4.55,159.99,35.16,80.38,9481970.81,1.62,Automated,8.18,Cross-Chain,CoinGecko,Low liquidity risk
2025-01-10 00:00:00,Polygon,SOL,2467.36,130.06,176.31,4.57,125.49,27.46,59.13,14406131.39,1.41,Manual,5.09,Same-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-10 00:00:00,Polygon,SOL,1123.97,33.36,57.73,1.56,56.17,36.01,93.41,13270625.34,1.31,Automated,5,Cross-Chain,CoinGecko,"Low gas, stable profit"
2025-01-01 00:00:00,Polygon,MATIC,1022.14,20.04,43.47,3.32,16.72,5.04,80.63,19772683.36,0.96,Manual,1.64,Cross-Chain,CoinGecko,High volatility observed
2025-01-01 00:00:00,Polygon,MATIC,2064.98,29.68,56.53,0.36,56.17,156.03,70.33,1588160.03,0.84,Automated,2.72,Same-Chain,CoinMarketCap,Fast execution
2025-01-02 00:00:00,Polygon,MATIC,480.49,13.27,52.3,4.85,8.42,1.74,57.35,6965367.63,1.79,Manual,1.75,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-02 00:00:00,Polygon,MATIC,1809.03,125.74,175.02,3.08,171.94,55.82,97.67,11286744.54,0.39,Automated,9.5,Cross-Chain,Chainlink,Low liquidity risk
2025-01-03 00:00:00,Polygon,MATIC,1661.36,85.84,125.13,8.76,77.08,8.8,66.43,2095304.06,0.75,Manual,4.64,Same-Chain,Chainlink,Fast execution
2025-01-03 00:00:00,Polygon,MATIC,811.11,145.3,175.4,3.69,171.71,46.53,74.83,10289058.8,0.86,Automated,21.17,Cross-Chain,Chainlink,"High gas, moderate spread"
2025-01-04 00:00:00,Polygon,MATIC,2981.55,133.24,166.29,6.01,127.23,21.17,77.24,10035374.71,1.13,Manual,4.27,Cross-Chain,CoinMarketCap,Fast execution
2025-01-04 00:00:00,Polygon,MATIC,683.64,144.96,190.89,7.6,183.29,24.12,72,3371595.47,1.61,Automated,26.81,Cross-Chain,CoinMarketCap,High volatility observed
2025-01-05 00:00:00,Polygon,MATIC,827.66,132.79,180.27,1.62,131.17,80.97,67.76,12185898.92,0.81,Manual,15.85,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-05 00:00:00,Polygon,MATIC,857.71,38.45,77.73,4.1,73.63,17.96,70.68,19634047.53,0.87,Automated,8.58,Same-Chain,Chainlink,High volatility observed
2025-01-06 00:00:00,Polygon,MATIC,2482.64,117.03,147.84,10.04,106.99,10.66,52.03,17092408.23,1.8,Manual,4.31,Cross-Chain,CoinMarketCap,High volatility observed
2025-01-06 00:00:00,Polygon,MATIC,187.84,133.69,158.86,5.39,153.47,28.47,77.6,14066718.81,1.47,Automated,81.7,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-07 00:00:00,Polygon,MATIC,2077.75,28.82,47.29,3.81,25.01,6.56,88.27,1168402.42,2,Manual,1.2,Same-Chain,CoinGecko,Fast execution
2025-01-07 00:00:00,Polygon,MATIC,2030.63,125.99,144.25,0.22,144.03,654.68,84.27,15315130.52,1.56,Automated,7.09,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-08 00:00:00,Polygon,MATIC,1975.79,117.26,160.33,6.47,110.79,17.12,45.32,8735023.29,0.23,Manual,5.61,Cross-Chain,CoinGecko,"High gas, moderate spread"
2025-01-08 00:00:00,Polygon,MATIC,1046.79,25.54,66.91,9.95,56.96,5.72,44.34,2460379.43,1.05,Automated,5.44,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-09 00:00:00,Polygon,MATIC,2383.65,108.99,116.25,0.83,108.16,130.31,64.17,16266172.12,1.87,Manual,4.54,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-09 00:00:00,Polygon,MATIC,1215.61,136.86,156.33,5.04,151.29,30.02,53.56,7798467.6,1.33,Automated,12.45,Cross-Chain,CoinGecko,Low liquidity risk
2025-01-10 00:00:00,Polygon,MATIC,369.2,134.41,162.05,4.76,129.65,27.24,75.15,5596701.93,1.46,Manual,35.12,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-10 00:00:00,Polygon,MATIC,2467.69,122.55,152.41,5.5,146.91,26.71,48.57,6401207.77,0.35,Automated,5.95,Same-Chain,Chainlink,Fast execution
2025-01-01 00:00:00,Polygon,BNB,1888.86,17.61,56.3,3.38,14.23,4.21,40.01,14432553.26,0.22,Manual,0.75,Same-Chain,CoinGecko,High volatility observed
2025-01-01 00:00:00,Polygon,BNB,2518.1,10.53,26.64,7.8,18.84,2.42,58.98,17011526.14,0.7,Automated,0.75,Cross-Chain,CoinMarketCap,"Low gas, stable profit"
2025-01-02 00:00:00,Polygon,BNB,2366.9,134.86,159.38,9.56,125.3,13.11,62.64,10382466.77,0.84,Manual,5.29,Cross-Chain,CoinMarketCap,High volatility observed
2025-01-02 00:00:00,Polygon,BNB,1898.32,108.54,113.74,1.81,111.93,61.84,82.78,19064681.45,1.43,Automated,5.9,Same-Chain,CoinGecko,Low liquidity risk
2025-01-03 00:00:00,Polygon,BNB,894.51,24.75,64.93,6.79,17.96,2.65,42.89,9221853.58,0.97,Manual,2.01,Same-Chain,CoinGecko,High volatility observed
2025-01-03 00:00:00,Polygon,BNB,627.04,61.62,83.26,0.62,82.64,133.29,86.05,5027887.04,1.35,Automated,13.18,Cross-Chain,Chainlink,Fast execution
2025-01-04 00:00:00,Polygon,BNB,1417.11,133.22,147.93,7.14,126.08,17.66,76.47,15033351.7,0.7,Manual,8.9,Cross-Chain,CoinMarketCap,Fast execution
2025-01-04 00:00:00,Polygon,BNB,1934.68,65.32,102.41,2.15,100.26,46.63,93.41,3118732.03,1.08,Automated,5.18,Cross-Chain,Chainlink,Low liquidity risk
2025-01-05 00:00:00,Polygon,BNB,803.14,126.97,132.63,4.02,122.95,30.58,60.24,10364427.1,0.87,Manual,15.31,Same-Chain,CoinGecko,Fast execution
2025-01-05 00:00:00,Polygon,BNB,1593.05,93.32,98.77,4.91,93.86,19.12,97.81,15705836.18,1.57,Automated,5.89,Same-Chain,CoinMarketCap,Low liquidity risk
2025-01-06 00:00:00,Polygon,BNB,1564.13,146.64,157.29,0.25,146.39,585.56,86.21,1333494.9,0.66,Manual,9.36,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-06 00:00:00,Polygon,BNB,2319.54,82.51,103.17,3.95,99.22,25.12,40.08,17094155.71,0.14,Automated,4.28,Cross-Chain,CoinGecko,"High gas, moderate spread"
2025-01-07 00:00:00,Polygon,BNB,2695.73,119.65,159.77,4.85,114.8,23.67,63.88,5685469.06,1.02,Manual,4.26,Cross-Chain,Chainlink,Low liquidity risk
2025-01-07 00:00:00,Polygon,BNB,2242.46,76.33,83.93,10.06,73.87,7.34,96.56,19292598.65,0.24,Automated,3.29,Same-Chain,Chainlink,"Low gas, stable profit"
2025-01-08 00:00:00,Polygon,BNB,1097.36,41.55,55.36,1.54,40.01,25.98,77.34,16411351.63,1.31,Manual,3.65,Same-Chain,CoinGecko,"High gas, moderate spread"
2025-01-08 00:00:00,Polygon,BNB,1164.8,104.38,121.08,3.67,117.41,31.99,95.05,14446705.66,0.22,Automated,10.08,Same-Chain,CoinMarketCap,Fast execution
2025-01-09 00:00:00,Polygon,BNB,442.34,11.1,44.49,4.74,6.36,1.34,48.06,10511467.85,1.39,Manual,1.44,Same-Chain,Chainlink,Fast execution
2025-01-09 00:00:00,Polygon,BNB,229.18,48.46,89.77,4.86,84.91,17.47,72.79,9465291.14,0.5,Automated,37.05,Cross-Chain,Chainlink,Fast execution
2025-01-10 00:00:00,Polygon,BNB,150.41,128.11,177.26,8.34,119.77,14.36,91.23,19077166.4,1.99,Manual,79.63,Same-Chain,CoinMarketCap,Fast execution
2025-01-10 00:00:00,Polygon,BNB,2135.31,147.36,177.99,2.78,175.21,63.03,66.22,19642378.9,0.46,Automated,8.21,Same-Chain,CoinMarketCap,High volatility observed
2025-01-01 00:00:00,Polygon,ETH,2377.89,137.11,184.58,10.08,127.03,12.6,71.29,10061102.02,1.46,Manual,5.34,Cross-Chain,CoinGecko,"Low gas, stable profit"
2025-01-01 00:00:00,Polygon,ETH,742.4,99.69,134.69,1.77,132.92,75.1,73.91,1171730.91,0.78,Automated,17.9,Same-Chain,Chainlink,Fast execution
2025-01-02 00:00:00,Polygon,ETH,2778.62,42.01,75.56,2.39,39.62,16.58,59.3,9145338.4,0.16,Manual,1.43,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-02 00:00:00,Polygon,ETH,1442.93,102.74,113.07,3.08,109.99,35.71,63.87,15459150.55,0.81,Automated,7.62,Same-Chain,CoinGecko,Low liquidity risk
2025-01-03 00:00:00,Polygon,ETH,1177.68,115.6,161.93,9.99,105.61,10.57,74.63,11717406.55,0.78,Manual,8.97,Same-Chain,CoinGecko,Fast execution
2025-01-03 00:00:00,Polygon,ETH,1970.06,43.66,57.28,9.65,47.63,4.94,46.11,1684357.55,0.43,Automated,2.42,Same-Chain,CoinMarketCap,High volatility observed
2025-01-04 00:00:00,Polygon,ETH,2600.38,49.55,97.32,6.14,43.41,7.07,66.2,6367425.25,0.77,Manual,1.67,Cross-Chain,CoinGecko,High volatility observed
2025-01-04 00:00:00,Polygon,ETH,2682.34,142.5,187.67,4.44,183.23,41.27,86.82,12231475.76,0.45,Automated,6.83,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-05 00:00:00,Polygon,ETH,995.03,129.7,144.02,0.81,128.89,159.12,44.14,16406693.04,1.69,Manual,12.95,Cross-Chain,CoinGecko,"Low gas, stable profit"
2025-01-05 00:00:00,Polygon,ETH,996.91,107.11,146.81,6.9,139.91,20.28,49.1,9079335.52,0.17,Automated,14.03,Cross-Chain,CoinGecko,High volatility observed
2025-01-06 00:00:00,Polygon,ETH,384.04,117.18,122.18,4.41,112.77,25.57,71.35,6779775.67,0.68,Manual,29.36,Cross-Chain,Chainlink,Fast execution
2025-01-06 00:00:00,Polygon,ETH,691.63,10.21,48.03,10.15,37.88,3.73,53.46,9029954.74,0.68,Automated,5.48,Same-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-07 00:00:00,Polygon,ETH,976.22,109.77,151.53,1.96,107.81,55.01,62.26,15330716.93,0.85,Manual,11.04,Cross-Chain,CoinMarketCap,"High gas, moderate spread"
2025-01-07 00:00:00,Polygon,ETH,1772.12,102.54,111.07,5.75,105.32,18.32,82.56,19092213.93,0.18,Automated,5.94,Cross-Chain,Chainlink,"Low gas, stable profit"
2025-01-08 00:00:00,Polygon,ETH,796.35,94.22,112.57,7.52,86.7,11.53,85.54,8016334.63,1.87,Manual,10.89,Same-Chain,CoinGecko,"Low gas, stable profit"
2025-01-08 00:00:00,Polygon,ETH,2482.61,107.61,144.75,4.89,139.86,28.6,95.26,6207360.2,1.63,Automated,5.63,Cross-Chain,Chainlink,Fast execution
